time	V(buff)	V(n009)
9.436051127720118e-004	-6.353553e-001	3.875273e-002
9.568584609862972e-004	-6.352499e-001	1.235742e-001
9.746458493791539e-004	-6.353158e-001	2.374134e-001
9.924332377720107e-004	-6.353663e-001	3.512527e-001
1.010220626164867e-003	-6.354014e-001	4.650920e-001
1.028008014557724e-003	-6.354211e-001	5.789313e-001
1.045795402950581e-003	-6.354254e-001	6.927706e-001
1.063582791343438e-003	-6.354143e-001	8.066099e-001
1.081370179736295e-003	-6.353878e-001	9.204491e-001
1.093800000000001e-003	-6.353875e-001	1.000000e+000
1.093920080961740e-003	-6.355781e-001	9.992315e-001
1.094040161923478e-003	-6.353723e-001	9.984629e-001
1.094160242885217e-003	-6.347703e-001	9.976944e-001
1.094280323846955e-003	-6.337719e-001	9.969259e-001
1.094400404808694e-003	-6.323772e-001	9.961574e-001
1.094520485770432e-003	-6.305861e-001	9.953889e-001
1.094640566732171e-003	-6.283987e-001	9.946204e-001
1.094880590020632e-003	-6.215050e-001	9.930843e-001
1.095228364342315e-003	-6.068037e-001	9.908585e-001
1.095624899061500e-003	-5.837603e-001	9.883206e-001
1.096230139452538e-003	-5.383996e-001	9.844471e-001
1.097205621925938e-003	-4.531956e-001	9.782040e-001
1.098057821297571e-003	-3.742059e-001	9.727499e-001
1.099041603028704e-003	-2.842435e-001	9.664537e-001
1.099973318351761e-003	-2.048878e-001	9.604908e-001
